gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
open_hand,0.517216,0.553023,0.0,0.462197,0.604269,-0.02034,0.392062,0.627446,-0.027271,0.330784,0.62194,-0.034803,0.281293,0.603263,-0.040294,0.355085,0.563493,0.014624,0.30592,0.552829,-0.002144,0.283013,0.546283,-0.022506,0.27617,0.544928,-0.035726,0.364148,0.514559,0.01438,0.307659,0.495019,-0.005105,0.2934,0.491544,-0.028519,0.305536,0.499941,-0.04182,0.381643,0.473683,0.009029,0.332,0.449484,-0.007364,0.313096,0.448024,-0.023787,0.319804,0.460467,-0.032232,0.408162,0.433395,0.001346,0.369369,0.400157,-0.009369,0.33926,0.391571,-0.019371,0.323786,0.396655,-0.025492
open_hand,0.517584,0.55035,0.0,0.461767,0.600901,-0.019977,0.394064,0.626964,-0.026472,0.332779,0.62357,-0.033395,0.283094,0.607691,-0.038321,0.353609,0.565508,0.015659,0.304319,0.553807,0.001055,0.282064,0.546019,-0.019099,0.274521,0.544498,-0.033029,0.363781,0.515499,0.015487,0.307406,0.493293,-0.002283,0.294036,0.487895,-0.027281,0.305214,0.497195,-0.042622,0.381894,0.47446,0.010623,0.332079,0.449137,-0.004623,0.31365,0.445509,-0.023048,0.322868,0.458797,-0.033517,0.408143,0.434345,0.003562,0.36934,0.401687,-0.006956,0.339192,0.391604,-0.018143,0.325306,0.395995,-0.025481
open_hand,0.51791,0.552117,0.0,0.459421,0.601618,-0.019553,0.392441,0.625444,-0.026271,0.330877,0.622178,-0.033531,0.281277,0.605646,-0.038852,0.353456,0.566253,0.016775,0.303484,0.555244,0.002582,0.282085,0.54623,-0.017879,0.276043,0.542022,-0.032362,0.363115,0.516176,0.016639,0.307139,0.496402,-0.000652,0.296302,0.489609,-0.026748,0.309389,0.496141,-0.043395,0.380846,0.475153,0.012002,0.330877,0.451333,-0.002949,0.313154,0.447404,-0.022586,0.324344,0.458741,-0.034381,0.40734,0.434361,0.005306,0.368495,0.401568,-0.005022,0.338697,0.391482,-0.016872,0.326371,0.395345,-0.025035
open_hand,0.516389,0.552629,0.0,0.460431,0.603228,-0.020144,0.393577,0.62748,-0.027423,0.332512,0.622966,-0.035056,0.282709,0.606498,-0.040546,0.353836,0.566837,0.013003,0.301456,0.554123,-0.003328,0.279577,0.546929,-0.024232,0.276336,0.545445,-0.038193,0.363126,0.516026,0.012674,0.305003,0.494063,-0.00686,0.292967,0.489915,-0.032823,0.307418,0.499703,-0.048535,0.380559,0.47459,0.007825,0.330371,0.448679,-0.008471,0.312255,0.446058,-0.027848,0.323039,0.458843,-0.038943,0.406868,0.433782,0.000903,0.367944,0.400881,-0.010169,0.337527,0.391819,-0.021993,0.324004,0.396879,-0.029804
open_hand,0.516711,0.551508,0.0,0.460082,0.603304,-0.020268,0.39172,0.626592,-0.026722,0.329469,0.621686,-0.033535,0.279252,0.605049,-0.038376,0.354313,0.565648,0.014895,0.30239,0.553383,-0.000473,0.280146,0.545573,-0.021422,0.275366,0.543806,-0.035777,0.363882,0.515396,0.014719,0.304849,0.491764,-0.004334,0.293406,0.4878,-0.0313,0.307681,0.498548,-0.047861,0.381295,0.474893,0.01005,0.329784,0.448904,-0.005515,0.311636,0.446414,-0.025768,0.322744,0.459783,-0.037702,0.4076,0.434499,0.00325,0.368267,0.402012,-0.007104,0.337526,0.392869,-0.01933,0.324131,0.397798,-0.027784
open_hand,0.516713,0.554197,0.0,0.46009,0.605344,-0.020575,0.391926,0.628095,-0.027717,0.330207,0.621921,-0.03509,0.279777,0.606429,-0.040381,0.352632,0.567384,0.013751,0.30274,0.554739,-0.001924,0.280518,0.546172,-0.022575,0.274891,0.542958,-0.036731,0.362285,0.516014,0.013508,0.303643,0.493057,-0.006094,0.292841,0.489365,-0.031815,0.308138,0.499297,-0.047175,0.379922,0.475009,0.008714,0.328522,0.448497,-0.007337,0.311306,0.447767,-0.025685,0.322651,0.461078,-0.036019,0.407039,0.434755,0.00171,0.367865,0.401728,-0.00871,0.3377,0.392755,-0.019732,0.324403,0.397457,-0.027034
open_hand,0.516182,0.553069,0.0,0.459815,0.603034,-0.020306,0.392392,0.626518,-0.027923,0.330807,0.622884,-0.035835,0.280179,0.607585,-0.04163,0.352857,0.567628,0.012962,0.300455,0.555795,-0.00413,0.278578,0.54793,-0.025646,0.275337,0.545566,-0.039931,0.362624,0.517144,0.012658,0.303612,0.494981,-0.007334,0.292224,0.490813,-0.033288,0.307242,0.500655,-0.048943,0.380397,0.47632,0.007724,0.32915,0.450361,-0.008334,0.310579,0.448483,-0.02699,0.320186,0.461126,-0.037738,0.407341,0.435886,0.000611,0.368687,0.403401,-0.009901,0.338656,0.394341,-0.021268,0.324717,0.398821,-0.028904
open_hand,0.517433,0.553871,0.0,0.459342,0.604326,-0.02036,0.392579,0.628089,-0.027681,0.331255,0.622944,-0.035365,0.280629,0.606547,-0.041014,0.352412,0.56927,0.014815,0.301148,0.556422,-0.000631,0.279878,0.547656,-0.022052,0.275007,0.544727,-0.036925,0.362487,0.518147,0.014792,0.304166,0.495236,-0.003052,0.292194,0.490145,-0.029762,0.304468,0.499707,-0.046959,0.380549,0.476665,0.010196,0.328717,0.449714,-0.00496,0.310073,0.447278,-0.025184,0.321323,0.461203,-0.037524,0.407174,0.435408,0.003451,0.368146,0.401836,-0.006725,0.337756,0.39248,-0.01888,0.325039,0.397922,-0.027441
open_hand,0.518681,0.554886,0.0,0.460163,0.605538,-0.019252,0.392306,0.629591,-0.025626,0.330588,0.623867,-0.032632,0.280639,0.606611,-0.037627,0.353237,0.569295,0.016591,0.304361,0.557718,0.000983,0.282215,0.548051,-0.019905,0.275163,0.54289,-0.034298,0.362818,0.519028,0.016005,0.305407,0.496306,-0.002873,0.293438,0.490806,-0.028209,0.306088,0.498244,-0.043584,0.380547,0.477866,0.01073,0.329271,0.451056,-0.005373,0.311856,0.44864,-0.023382,0.322373,0.460708,-0.033385,0.407407,0.437389,0.003299,0.368381,0.403801,-0.007357,0.338397,0.394025,-0.018226,0.324707,0.397639,-0.025273
open_hand,0.518267,0.554456,0.0,0.462528,0.604645,-0.020376,0.393865,0.628139,-0.027232,0.332199,0.623301,-0.034483,0.28132,0.608732,-0.039695,0.352977,0.569522,0.014056,0.303764,0.557876,-0.002155,0.281053,0.548464,-0.022544,0.273913,0.543632,-0.036375,0.36261,0.518708,0.013675,0.30465,0.497734,-0.006992,0.293518,0.492232,-0.031915,0.308647,0.499357,-0.04611,0.380438,0.47711,0.008525,0.330373,0.452143,-0.008767,0.312794,0.44929,-0.026577,0.321459,0.460786,-0.035976,0.407549,0.436644,0.001191,0.369221,0.403424,-0.010371,0.338992,0.39419,-0.021483,0.323658,0.398527,-0.028477
open_hand,0.518126,0.552582,0.0,0.462409,0.605112,-0.020211,0.393054,0.628526,-0.026722,0.33151,0.62446,-0.033543,0.281406,0.608641,-0.038222,0.3545,0.569436,0.013521,0.30384,0.559072,-0.002779,0.280694,0.550918,-0.023174,0.274538,0.54801,-0.036741,0.363518,0.519821,0.013558,0.306325,0.500522,-0.00549,0.292203,0.495841,-0.02982,0.304765,0.503384,-0.044344,0.381012,0.478287,0.008774,0.329861,0.455453,-0.007296,0.310298,0.452545,-0.025244,0.318249,0.463459,-0.035289,0.407549,0.437236,0.001783,0.369104,0.404766,-0.009579,0.338864,0.39608,-0.021158,0.32438,0.400526,-0.028684
open_hand,0.518342,0.551862,0.0,0.462263,0.605086,-0.020127,0.394055,0.628512,-0.025921,0.332831,0.624048,-0.031794,0.283174,0.609795,-0.035611,0.353363,0.570474,0.015006,0.30417,0.56004,0.001548,0.281587,0.55129,-0.017964,0.273301,0.54789,-0.031969,0.362959,0.520094,0.0154,0.306496,0.501464,-0.00123,0.293485,0.495082,-0.026437,0.304251,0.501601,-0.042638,0.38074,0.478314,0.011282,0.330059,0.455864,-0.003656,0.310997,0.451809,-0.023531,0.320431,0.462954,-0.035535,0.406934,0.43629,0.005105,0.367948,0.405122,-0.006052,0.338126,0.395843,-0.018754,0.325114,0.399823,-0.027486
open_hand,0.517251,0.555389,0.0,0.462199,0.610436,-0.021039,0.393367,0.632748,-0.02719,0.330762,0.62558,-0.033446,0.280258,0.610979,-0.03783,0.354828,0.571956,0.014658,0.30418,0.558986,6.2e-05,0.281138,0.551248,-0.020388,0.273649,0.548672,-0.034839,0.363824,0.520565,0.015152,0.306144,0.498113,-0.003106,0.292843,0.494041,-0.029316,0.304967,0.502867,-0.045879,0.380751,0.47953,0.010954,0.330811,0.453518,-0.004328,0.31111,0.451952,-0.024479,0.320715,0.464231,-0.036676,0.406596,0.438742,0.004484,0.368388,0.405608,-0.006053,0.337993,0.396569,-0.018699,0.324512,0.400695,-0.027605
open_hand,0.516217,0.555291,0.0,0.46233,0.609742,-0.021291,0.392413,0.632011,-0.028132,0.330018,0.626367,-0.035105,0.279125,0.612097,-0.039965,0.352174,0.572453,0.012444,0.300853,0.559854,-0.004403,0.278591,0.551562,-0.025612,0.275804,0.550023,-0.039702,0.361759,0.521556,0.012452,0.302954,0.499355,-0.008688,0.291954,0.494999,-0.035462,0.309341,0.504736,-0.051135,0.37971,0.480767,0.007797,0.328656,0.454701,-0.009101,0.311056,0.452998,-0.02837,0.321908,0.465621,-0.039151,0.406924,0.440261,0.000938,0.367803,0.407155,-0.010206,0.337601,0.397653,-0.022134,0.323562,0.4016,-0.03
open_hand,0.517236,0.560333,0.0,0.460266,0.612656,-0.018822,0.391453,0.635661,-0.024753,0.329742,0.629065,-0.031173,0.280115,0.613737,-0.035608,0.352993,0.575107,0.014262,0.30408,0.563418,-0.000735,0.281248,0.55357,-0.02026,0.27387,0.548893,-0.033754,0.362546,0.523922,0.013357,0.305212,0.501633,-0.005438,0.293122,0.496342,-0.029237,0.306671,0.504713,-0.043302,0.380224,0.482536,0.007965,0.329553,0.455487,-0.007688,0.311468,0.453373,-0.024548,0.321021,0.465357,-0.033842,0.406976,0.442216,0.000439,0.368741,0.409078,-0.009914,0.33899,0.399295,-0.020163,0.325405,0.40239,-0.026725
open_hand,0.516419,0.560536,0.0,0.461208,0.61206,-0.021108,0.391656,0.63526,-0.027437,0.32895,0.629352,-0.033932,0.278806,0.613125,-0.0385,0.353455,0.574617,0.014804,0.304592,0.563451,0.000635,0.281811,0.554015,-0.018696,0.272692,0.548474,-0.032495,0.362674,0.524202,0.01518,0.304818,0.503614,-0.003481,0.293068,0.498636,-0.028417,0.306469,0.505026,-0.043493,0.37984,0.483219,0.010847,0.328572,0.457525,-0.0055,0.311084,0.455125,-0.024269,0.321493,0.466147,-0.034831,0.406314,0.442153,0.004329,0.367106,0.408832,-0.006759,0.336906,0.399289,-0.018541,0.323061,0.402814,-0.026457
open_hand,0.517697,0.562003,0.0,0.462598,0.613826,-0.020646,0.392319,0.636145,-0.027087,0.330191,0.631873,-0.03383,0.279293,0.617178,-0.038582,0.353219,0.576005,0.013198,0.303216,0.564652,-0.001781,0.279951,0.556754,-0.021072,0.272568,0.554026,-0.034281,0.362401,0.52561,0.013091,0.30515,0.504648,-0.005717,0.290999,0.500299,-0.029992,0.304326,0.508753,-0.044298,0.38,0.484086,0.008263,0.329181,0.458502,-0.007703,0.31048,0.456208,-0.026045,0.320222,0.468153,-0.036213,0.406299,0.443921,0.001242,0.367722,0.411369,-0.00983,0.33788,0.401358,-0.021539,0.324619,0.404428,-0.029104
open_hand,0.515462,0.561824,0.0,0.456742,0.616594,-0.02174,0.392383,0.643763,-0.028731,0.330863,0.63924,-0.035689,0.279582,0.628646,-0.040457,0.349511,0.586122,0.016723,0.296611,0.572232,0.002871,0.27504,0.563088,-0.019435,0.27045,0.560392,-0.035703,0.359964,0.532061,0.017551,0.300024,0.508339,0.000224,0.288408,0.502591,-0.030283,0.300805,0.5126,-0.051088,0.37826,0.488543,0.01388,0.326453,0.460453,-0.001404,0.306115,0.458804,-0.026485,0.319302,0.475288,-0.04274,0.405495,0.44426,0.008142,0.366446,0.409153,-0.002505,0.335508,0.400272,-0.017594,0.32448,0.407859,-0.028816
open_hand,0.515588,0.559781,0.0,0.455846,0.615222,-0.021857,0.390893,0.642084,-0.028648,0.328833,0.640032,-0.035585,0.276801,0.630077,-0.040777,0.35043,0.58537,0.018952,0.299075,0.572304,0.007212,0.276523,0.564589,-0.014086,0.268091,0.562063,-0.030592,0.361037,0.531941,0.019391,0.300564,0.509215,0.003128,0.289222,0.504369,-0.028064,0.29996,0.514345,-0.049781,0.379017,0.489635,0.015479,0.32619,0.461564,0.000866,0.307175,0.459545,-0.024812,0.320623,0.474117,-0.041992,0.406228,0.446161,0.00952,0.366963,0.412566,-0.000279,0.336745,0.402858,-0.015123,0.325562,0.40828,-0.026762
open_hand,0.513009,0.558654,0.0,0.455932,0.61425,-0.021473,0.390815,0.642888,-0.029744,0.329068,0.641609,-0.038598,0.277063,0.628218,-0.045119,0.350294,0.581235,0.014826,0.295528,0.5673,-0.004827,0.270077,0.563526,-0.028532,0.264957,0.567387,-0.043768,0.359324,0.528489,0.014333,0.296617,0.505175,-0.009576,0.283469,0.505002,-0.037841,0.300127,0.520335,-0.053684,0.376903,0.484927,0.008796,0.323734,0.456882,-0.010789,0.305062,0.458275,-0.030338,0.316237,0.475828,-0.040155,0.403923,0.441164,0.001028,0.365716,0.405909,-0.01106,0.335065,0.397385,-0.022388,0.320321,0.404254,-0.02916
open_hand,0.538653,0.512448,-0.0,0.476326,0.564645,-0.012121,0.40061,0.587259,-0.013307,0.338511,0.580934,-0.016106,0.291484,0.568071,-0.016552,0.363987,0.528271,0.019931,0.319815,0.522207,0.010759,0.29744,0.522508,-0.0019,0.278862,0.524284,-0.01239,0.372791,0.473762,0.016463,0.32463,0.459609,0.006796,0.305864,0.456304,-0.006709,0.296933,0.459996,-0.016283,0.392476,0.424919,0.008342,0.34441,0.39906,-0.005005,0.326793,0.39885,-0.014048,0.32173,0.410651,-0.01898,0.421878,0.375411,-0.001423,0.38246,0.338723,-0.012376,0.354679,0.332067,-0.018409,0.333416,0.339713,-0.021998
open_hand,0.545956,0.497697,-0.0,0.492455,0.544734,-0.009751,0.416536,0.560156,-0.011504,0.360151,0.552774,-0.015165,0.32042,0.532274,-0.016339,0.375956,0.511408,0.014429,0.331799,0.510996,0.001737,0.312831,0.51312,-0.011444,0.299819,0.515392,-0.021332,0.385951,0.456103,0.009499,0.338254,0.4481,-0.003035,0.327221,0.451065,-0.014201,0.322812,0.455522,-0.020681,0.406319,0.405341,0.000465,0.355525,0.379769,-0.015032,0.341294,0.380712,-0.018741,0.336696,0.389265,-0.018904,0.437162,0.353291,-0.010102,0.398251,0.316718,-0.023467,0.373507,0.316981,-0.026156,0.355417,0.333142,-0.026026
open_hand,0.585314,0.452355,-0.0,0.534591,0.513365,-0.013513,0.449063,0.520493,-0.018172,0.389266,0.490029,-0.024587,0.347265,0.456927,-0.029448,0.416496,0.452542,-0.000405,0.373195,0.425184,-0.026163,0.370893,0.431945,-0.047056,0.384095,0.441598,-0.058118,0.432861,0.398542,-0.005792,0.385909,0.365626,-0.027868,0.402867,0.380513,-0.039712,0.427346,0.396255,-0.043628,0.457929,0.350696,-0.015188,0.411925,0.314839,-0.035472,0.433582,0.336437,-0.029687,0.459269,0.356229,-0.021485,0.491511,0.307552,-0.026649,0.446445,0.272354,-0.037866,0.456775,0.293465,-0.028538,0.47499,0.316859,-0.019122
